"state","year","county","diocese","party","candidatevotes","totalvotes"
"NORTH CAROLINA","2004","TYRRELL","Raleigh","REPUBLICAN","855","1590"
"NORTH CAROLINA","2004","VANCE","Raleigh","DEMOCRAT","8762","15677"
"NORTH CAROLINA","2004","VANCE","Raleigh","REPUBLICAN","6884","15677"
"NORTH CAROLINA","2000","VANCE","Raleigh","REPUBLICAN","5564","12701"
"NORTH CAROLINA","2000","VANCE","Raleigh","DEMOCRAT","7092","12701"
"NORTH CAROLINA","2008","VANCE","Raleigh","DEMOCRAT","13166","20871"
"NORTH CAROLINA","2008","VANCE","Raleigh","REPUBLICAN","7606","20871"
"NORTH CAROLINA","2016","VANCE","Raleigh","REPUBLICAN","7332","19977"
"NORTH CAROLINA","2016","VANCE","Raleigh","DEMOCRAT","12229","19977"
"NORTH CAROLINA","2012","VANCE","Raleigh","DEMOCRAT","13323","20854"
"NORTH CAROLINA","2012","VANCE","Raleigh","REPUBLICAN","7429","20854"
"NORTH CAROLINA","2020","VANCE","Raleigh","DEMOCRAT","1745","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","DEMOCRAT","1819","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","DEMOCRAT","8860","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","DEMOCRAT","7","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","REPUBLICAN","707","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","REPUBLICAN","1520","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","REPUBLICAN","6162","20999"
"NORTH CAROLINA","2020","VANCE","Raleigh","REPUBLICAN","2","20999"
"NORTH CAROLINA","2020","WAKE","Raleigh","DEMOCRAT","132794","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","DEMOCRAT","35416","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","DEMOCRAT","224040","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","DEMOCRAT","1086","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","REPUBLICAN","37047","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","REPUBLICAN","45498","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","REPUBLICAN","142914","631830"
"NORTH CAROLINA","2020","WAKE","Raleigh","REPUBLICAN","738","631830"
"NORTH CAROLINA","2000","WAKE","Raleigh","REPUBLICAN","142494","268220"
"NORTH CAROLINA","2000","WAKE","Raleigh","DEMOCRAT","123466","268220"
"NORTH CAROLINA","2004","WAKE","Raleigh","REPUBLICAN","177324","348844"
"NORTH CAROLINA","2004","WAKE","Raleigh","DEMOCRAT","169909","348844"
"NORTH CAROLINA","2012","WAKE","Raleigh","DEMOCRAT","267262","486427"
"NORTH CAROLINA","2012","WAKE","Raleigh","REPUBLICAN","211596","486427"
"NORTH CAROLINA","2016","WAKE","Raleigh","REPUBLICAN","196082","527624"
"NORTH CAROLINA","2016","WAKE","Raleigh","DEMOCRAT","302736","527624"
"NORTH CAROLINA","2008","WAKE","Raleigh","DEMOCRAT","250891","442245"
"NORTH CAROLINA","2008","WAKE","Raleigh","REPUBLICAN","187001","442245"
"NORTH CAROLINA","2008","WARREN","Raleigh","REPUBLICAN","3063","10195"
"NORTH CAROLINA","2008","WARREN","Raleigh","DEMOCRAT","7086","10195"
"NORTH CAROLINA","2016","WARREN","Raleigh","REPUBLICAN","3214","9842"
"NORTH CAROLINA","2016","WARREN","Raleigh","DEMOCRAT","6413","9842"
"NORTH CAROLINA","2012","WARREN","Raleigh","DEMOCRAT","6978","10162"
"NORTH CAROLINA","2012","WARREN","Raleigh","REPUBLICAN","3140","10162"
"NORTH CAROLINA","2020","WARREN","Raleigh","REPUBLICAN","2384","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","REPUBLICAN","1039","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","REPUBLICAN","325","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","DEMOCRAT","22","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","DEMOCRAT","4552","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","DEMOCRAT","851","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","DEMOCRAT","975","10293"
"NORTH CAROLINA","2020","WARREN","Raleigh","REPUBLICAN","4","10293"
"NORTH CAROLINA","2004","WARREN","Raleigh","DEMOCRAT","5171","8027"
"NORTH CAROLINA","2004","WARREN","Raleigh","REPUBLICAN","2840","8027"
"NORTH CAROLINA","2000","WARREN","Raleigh","REPUBLICAN","2202","6795"
"NORTH CAROLINA","2000","WARREN","Raleigh","DEMOCRAT","4576","6795"
"NORTH CAROLINA","2000","WASHINGTON","Raleigh","REPUBLICAN","2169","4890"
"NORTH CAROLINA","2000","WASHINGTON","Raleigh","DEMOCRAT","2704","4890"
"NORTH CAROLINA","2004","WASHINGTON","Raleigh","DEMOCRAT","2969","5471"
"NORTH CAROLINA","2004","WASHINGTON","Raleigh","REPUBLICAN","2484","5471"
"NORTH CAROLINA","2012","WASHINGTON","Raleigh","DEMOCRAT","3833","6499"
"NORTH CAROLINA","2012","WASHINGTON","Raleigh","REPUBLICAN","2622","6499"
"NORTH CAROLINA","2016","WASHINGTON","Raleigh","DEMOCRAT","3510","6165"
"NORTH CAROLINA","2016","WASHINGTON","Raleigh","REPUBLICAN","2564","6165"
"NORTH CAROLINA","2008","WASHINGTON","Raleigh","REPUBLICAN","2670","6454"
"NORTH CAROLINA","2008","WASHINGTON","Raleigh","DEMOCRAT","3748","6454"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","DEMOCRAT","457","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","DEMOCRAT","550","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","DEMOCRAT","2384","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","DEMOCRAT","5","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","REPUBLICAN","212","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","REPUBLICAN","680","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","REPUBLICAN","1887","6205"
"NORTH CAROLINA","2020","WASHINGTON","Raleigh","REPUBLICAN","2","6205"
"NORTH CAROLINA","2020","WAYNE","Raleigh","DEMOCRAT","4379","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","DEMOCRAT","3030","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","DEMOCRAT","16734","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","DEMOCRAT","72","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","REPUBLICAN","2403","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","REPUBLICAN","5386","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","REPUBLICAN","22817","55537"
"NORTH CAROLINA","2020","WAYNE","Raleigh","REPUBLICAN","103","55537"
"NORTH CAROLINA","2004","WAYNE","Raleigh","DEMOCRAT","15076","40046"
"NORTH CAROLINA","2004","WAYNE","Raleigh","REPUBLICAN","24883","40046"
"NORTH CAROLINA","2000","WAYNE","Raleigh","REPUBLICAN","20758","33884"
"NORTH CAROLINA","2000","WAYNE","Raleigh","DEMOCRAT","13005","33884"
"NORTH CAROLINA","2008","WAYNE","Raleigh","REPUBLICAN","26952","49882"
"NORTH CAROLINA","2008","WAYNE","Raleigh","DEMOCRAT","22671","49882"
"NORTH CAROLINA","2016","WAYNE","Raleigh","DEMOCRAT","21770","50689"
"NORTH CAROLINA","2016","WAYNE","Raleigh","REPUBLICAN","27540","50689"
"NORTH CAROLINA","2012","WAYNE","Raleigh","DEMOCRAT","23314","51352"
"NORTH CAROLINA","2012","WAYNE","Raleigh","REPUBLICAN","27641","51352"
"NORTH CAROLINA","2012","WILSON","Raleigh","REPUBLICAN","17954","39109"
"NORTH CAROLINA","2012","WILSON","Raleigh","DEMOCRAT","20875","39109"
"NORTH CAROLINA","2016","WILSON","Raleigh","DEMOCRAT","19663","38135"
"NORTH CAROLINA","2016","WILSON","Raleigh","REPUBLICAN","17531","38135"
"NORTH CAROLINA","2008","WILSON","Raleigh","REPUBLICAN","17375","37191"
"NORTH CAROLINA","2008","WILSON","Raleigh","DEMOCRAT","19652","37191"
"NORTH CAROLINA","2020","WILSON","Raleigh","DEMOCRAT","3032","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","DEMOCRAT","3432","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","DEMOCRAT","14255","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","DEMOCRAT","35","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","REPUBLICAN","1593","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","REPUBLICAN","4623","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","REPUBLICAN","13316","40735"
"NORTH CAROLINA","2020","WILSON","Raleigh","REPUBLICAN","49","40735"
"NORTH CAROLINA","2000","WILSON","Raleigh","REPUBLICAN","13466","24826"
"NORTH CAROLINA","2000","WILSON","Raleigh","DEMOCRAT","11266","24826"
"NORTH CAROLINA","2004","WILSON","Raleigh","DEMOCRAT","14206","30535"
"NORTH CAROLINA","2004","WILSON","Raleigh","REPUBLICAN","16264","30535"
"SOUTH DAKOTA","2004","BENNETT","Rapid City","REPUBLICAN","833","1630"
"SOUTH DAKOTA","2004","BENNETT","Rapid City","DEMOCRAT","759","1630"
"SOUTH DAKOTA","2000","BENNETT","Rapid City","DEMOCRAT","377","1116"
"SOUTH DAKOTA","2000","BENNETT","Rapid City","REPUBLICAN","712","1116"
"SOUTH DAKOTA","2008","BENNETT","Rapid City","DEMOCRAT","557","1189"
"SOUTH DAKOTA","2008","BENNETT","Rapid City","REPUBLICAN","614","1189"
"SOUTH DAKOTA","2016","BENNETT","Rapid City","DEMOCRAT","412","1149"
"SOUTH DAKOTA","2016","BENNETT","Rapid City","REPUBLICAN","666","1149"
"SOUTH DAKOTA","2012","BENNETT","Rapid City","REPUBLICAN","626","1203"
"SOUTH DAKOTA","2012","BENNETT","Rapid City","DEMOCRAT","548","1203"
"SOUTH DAKOTA","2020","BENNETT","Rapid City","REPUBLICAN","694","1183"
"SOUTH DAKOTA","2020","BENNETT","Rapid City","DEMOCRAT","466","1183"
"SOUTH DAKOTA","2020","BUTTE","Rapid City","REPUBLICAN","3731","4802"
"SOUTH DAKOTA","2020","BUTTE","Rapid City","DEMOCRAT","939","4802"
"SOUTH DAKOTA","2000","BUTTE","Rapid City","DEMOCRAT","840","3689"
"SOUTH DAKOTA","2000","BUTTE","Rapid City","REPUBLICAN","2760","3689"
"SOUTH DAKOTA","2004","BUTTE","Rapid City","REPUBLICAN","3166","4271"
"SOUTH DAKOTA","2004","BUTTE","Rapid City","DEMOCRAT","1009","4271"
"SOUTH DAKOTA","2012","BUTTE","Rapid City","REPUBLICAN","3073","4208"
"SOUTH DAKOTA","2012","BUTTE","Rapid City","DEMOCRAT","1002","4208"
"SOUTH DAKOTA","2016","BUTTE","Rapid City","DEMOCRAT","696","4351"
"SOUTH DAKOTA","2016","BUTTE","Rapid City","REPUBLICAN","3357","4351"
"SOUTH DAKOTA","2008","BUTTE","Rapid City","DEMOCRAT","1306","4205"
"SOUTH DAKOTA","2008","BUTTE","Rapid City","REPUBLICAN","2821","4205"
"SOUTH DAKOTA","2008","CORSON","Rapid City","DEMOCRAT","837","1390"
"SOUTH DAKOTA","2008","CORSON","Rapid City","REPUBLICAN","535","1390"
"SOUTH DAKOTA","2016","CORSON","Rapid City","DEMOCRAT","535","1175"
"SOUTH DAKOTA","2016","CORSON","Rapid City","REPUBLICAN","588","1175"
"SOUTH DAKOTA","2012","CORSON","Rapid City","REPUBLICAN","515","1200"
"SOUTH DAKOTA","2012","CORSON","Rapid City","DEMOCRAT","648","1200"
"SOUTH DAKOTA","2020","CORSON","Rapid City","REPUBLICAN","647","1283"
"SOUTH DAKOTA","2020","CORSON","Rapid City","DEMOCRAT","622","1283"
"SOUTH DAKOTA","2004","CORSON","Rapid City","REPUBLICAN","720","1724"
"SOUTH DAKOTA","2004","CORSON","Rapid City","DEMOCRAT","972","1724"
"SOUTH DAKOTA","2000","CORSON","Rapid City","DEMOCRAT","549","1243"
"SOUTH DAKOTA","2000","CORSON","Rapid City","REPUBLICAN","629","1243"
"SOUTH DAKOTA","2000","CUSTER","Rapid City","DEMOCRAT","955","3573"
"SOUTH DAKOTA","2000","CUSTER","Rapid City","REPUBLICAN","2495","3573"
"SOUTH DAKOTA","2004","CUSTER","Rapid City","REPUBLICAN","2922","4304"
"SOUTH DAKOTA","2004","CUSTER","Rapid City","DEMOCRAT","1272","4304"
"SOUTH DAKOTA","2012","CUSTER","Rapid City","REPUBLICAN","3062","4520"
"SOUTH DAKOTA","2012","CUSTER","Rapid City","DEMOCRAT","1335","4520"
"SOUTH DAKOTA","2016","CUSTER","Rapid City","REPUBLICAN","3293","4721"
"SOUTH DAKOTA","2016","CUSTER","Rapid City","DEMOCRAT","1121","4721"
"SOUTH DAKOTA","2008","CUSTER","Rapid City","DEMOCRAT","1475","4450"
"SOUTH DAKOTA","2008","CUSTER","Rapid City","REPUBLICAN","2909","4450"
"SOUTH DAKOTA","2020","CUSTER","Rapid City","REPUBLICAN","3852","5494"
"SOUTH DAKOTA","2020","CUSTER","Rapid City","DEMOCRAT","1522","5494"
"SOUTH DAKOTA","2020","DEWEY","Rapid City","DEMOCRAT","1131","1966"
"SOUTH DAKOTA","2020","DEWEY","Rapid City","REPUBLICAN","790","1966"
"SOUTH DAKOTA","2004","DEWEY","Rapid City","DEMOCRAT","1606","2564"
"SOUTH DAKOTA","2004","DEWEY","Rapid City","REPUBLICAN","921","2564"
"SOUTH DAKOTA","2000","DEWEY","Rapid City","REPUBLICAN","761","1681"
"SOUTH DAKOTA","2000","DEWEY","Rapid City","DEMOCRAT","880","1681"
"SOUTH DAKOTA","2008","DEWEY","Rapid City","DEMOCRAT","1328","2005"
"SOUTH DAKOTA","2008","DEWEY","Rapid City","REPUBLICAN","659","2005"
"SOUTH DAKOTA","2016","DEWEY","Rapid City","DEMOCRAT","888","1708"
"SOUTH DAKOTA","2016","DEWEY","Rapid City","REPUBLICAN","723","1708"
"SOUTH DAKOTA","2012","DEWEY","Rapid City","REPUBLICAN","663","1895"
"SOUTH DAKOTA","2012","DEWEY","Rapid City","DEMOCRAT","1207","1895"
"SOUTH DAKOTA","2012","FALL RIVER","Rapid City","REPUBLICAN","2258","3516"
"SOUTH DAKOTA","2012","FALL RIVER","Rapid City","DEMOCRAT","1140","3516"
"SOUTH DAKOTA","2016","FALL RIVER","Rapid City","DEMOCRAT","821","3563"
"SOUTH DAKOTA","2016","FALL RIVER","Rapid City","REPUBLICAN","2511","3563"
"SOUTH DAKOTA","2008","FALL RIVER","Rapid City","DEMOCRAT","1338","3755"
"SOUTH DAKOTA","2008","FALL RIVER","Rapid City","REPUBLICAN","2348","3755"
"SOUTH DAKOTA","2020","FALL RIVER","Rapid City","REPUBLICAN","2878","4042"
"SOUTH DAKOTA","2020","FALL RIVER","Rapid City","DEMOCRAT","1053","4042"
"SOUTH DAKOTA","2000","FALL RIVER","Rapid City","REPUBLICAN","2185","3429"
"SOUTH DAKOTA","2000","FALL RIVER","Rapid City","DEMOCRAT","1133","3429"
"SOUTH DAKOTA","2004","FALL RIVER","Rapid City","DEMOCRAT","1326","3845"
"SOUTH DAKOTA","2004","FALL RIVER","Rapid City","REPUBLICAN","2413","3845"
"SOUTH DAKOTA","2004","GREGORY","Rapid City","REPUBLICAN","1685","2546"
"SOUTH DAKOTA","2004","GREGORY","Rapid City","DEMOCRAT","813","2546"
"SOUTH DAKOTA","2000","GREGORY","Rapid City","DEMOCRAT","718","2257"
"SOUTH DAKOTA","2000","GREGORY","Rapid City","REPUBLICAN","1487","2257"
"SOUTH DAKOTA","2008","GREGORY","Rapid City","DEMOCRAT","771","2218"
"SOUTH DAKOTA","2008","GREGORY","Rapid City","REPUBLICAN","1423","2218"
"SOUTH DAKOTA","2016","GREGORY","Rapid City","DEMOCRAT","391","2091"
"SOUTH DAKOTA","2016","GREGORY","Rapid City","REPUBLICAN","1600","2091"
"SOUTH DAKOTA","2012","GREGORY","Rapid City","REPUBLICAN","1507","2151"
"SOUTH DAKOTA","2012","GREGORY","Rapid City","DEMOCRAT","599","2151"
"SOUTH DAKOTA","2020","GREGORY","Rapid City","REPUBLICAN","1771","2258"
"SOUTH DAKOTA","2020","GREGORY","Rapid City","DEMOCRAT","455","2258"
"SOUTH DAKOTA","2020","HAAKON","Rapid City","REPUBLICAN","1026","1137"
"SOUTH DAKOTA","2020","HAAKON","Rapid City","DEMOCRAT","105","1137"
"SOUTH DAKOTA","2000","HAAKON","Rapid City","DEMOCRAT","164","1129"
"SOUTH DAKOTA","2000","HAAKON","Rapid City","REPUBLICAN","938","1129"
"SOUTH DAKOTA","2004","HAAKON","Rapid City","REPUBLICAN","1007","1240"
"SOUTH DAKOTA","2004","HAAKON","Rapid City","DEMOCRAT","219","1240"
"SOUTH DAKOTA","2012","HAAKON","Rapid City","REPUBLICAN","940","1092"
"SOUTH DAKOTA","2012","HAAKON","Rapid City","DEMOCRAT","138","1092"
"SOUTH DAKOTA","2016","HAAKON","Rapid City","DEMOCRAT","77","1044"
"SOUTH DAKOTA","2016","HAAKON","Rapid City","REPUBLICAN","936","1044"
"SOUTH DAKOTA","2008","HAAKON","Rapid City","DEMOCRAT","187","1141"
"SOUTH DAKOTA","2008","HAAKON","Rapid City","REPUBLICAN","939","1141"
"SOUTH DAKOTA","2008","HARDING","Rapid City","REPUBLICAN","575","722"
"SOUTH DAKOTA","2008","HARDING","Rapid City","DEMOCRAT","135","722"
"SOUTH DAKOTA","2016","HARDING","Rapid City","DEMOCRAT","38","770"
"SOUTH DAKOTA","2016","HARDING","Rapid City","REPUBLICAN","695","770"
"SOUTH DAKOTA","2012","HARDING","Rapid City","DEMOCRAT","82","739"
"SOUTH DAKOTA","2012","HARDING","Rapid City","REPUBLICAN","638","739"
"SOUTH DAKOTA","2020","HARDING","Rapid City","DEMOCRAT","49","813"
"SOUTH DAKOTA","2020","HARDING","Rapid City","REPUBLICAN","748","813"
"SOUTH DAKOTA","2004","HARDING","Rapid City","REPUBLICAN","704","815"
"SOUTH DAKOTA","2004","HARDING","Rapid City","DEMOCRAT","94","815"
"SOUTH DAKOTA","2000","HARDING","Rapid City","DEMOCRAT","64","731"
"SOUTH DAKOTA","2000","HARDING","Rapid City","REPUBLICAN","650","731"
"SOUTH DAKOTA","2000","JACKSON","Rapid City","DEMOCRAT","319","1040"
"SOUTH DAKOTA","2000","JACKSON","Rapid City","REPUBLICAN","687","1040"
"SOUTH DAKOTA","2004","JACKSON","Rapid City","REPUBLICAN","726","1271"
"SOUTH DAKOTA","2004","JACKSON","Rapid City","DEMOCRAT","508","1271"
"SOUTH DAKOTA","2012","JACKSON","Rapid City","DEMOCRAT","426","1106"
"SOUTH DAKOTA","2012","JACKSON","Rapid City","REPUBLICAN","661","1106"
"SOUTH DAKOTA","2016","JACKSON","Rapid City","REPUBLICAN","722","1095"
"SOUTH DAKOTA","2016","JACKSON","Rapid City","DEMOCRAT","323","1095"
"SOUTH DAKOTA","2008","JACKSON","Rapid City","REPUBLICAN","668","1118"
"SOUTH DAKOTA","2008","JACKSON","Rapid City","DEMOCRAT","435","1118"
"SOUTH DAKOTA","2020","JACKSON","Rapid City","REPUBLICAN","738","1115"
"SOUTH DAKOTA","2020","JACKSON","Rapid City","DEMOCRAT","359","1115"
"SOUTH DAKOTA","2020","JONES","Rapid City","DEMOCRAT","90","599"
"SOUTH DAKOTA","2020","JONES","Rapid City","REPUBLICAN","498","599"
"SOUTH DAKOTA","2004","JONES","Rapid City","REPUBLICAN","565","717"
"SOUTH DAKOTA","2004","JONES","Rapid City","DEMOCRAT","134","717"
"SOUTH DAKOTA","2000","JONES","Rapid City","DEMOCRAT","137","664"
"SOUTH DAKOTA","2000","JONES","Rapid City","REPUBLICAN","509","664"
"SOUTH DAKOTA","2008","JONES","Rapid City","DEMOCRAT","147","618"
"SOUTH DAKOTA","2008","JONES","Rapid City","REPUBLICAN","463","618"
"SOUTH DAKOTA","2016","JONES","Rapid City","DEMOCRAT","69","558"
"SOUTH DAKOTA","2016","JONES","Rapid City","REPUBLICAN","450","558"
"SOUTH DAKOTA","2012","JONES","Rapid City","DEMOCRAT","108","609"
"SOUTH DAKOTA","2012","JONES","Rapid City","REPUBLICAN","490","609"
"SOUTH DAKOTA","2012","LAWRENCE","Rapid City","DEMOCRAT","3973","11359"
"SOUTH DAKOTA","2012","LAWRENCE","Rapid City","REPUBLICAN","7025","11359"
"SOUTH DAKOTA","2016","LAWRENCE","Rapid City","REPUBLICAN","7411","11842"
"SOUTH DAKOTA","2016","LAWRENCE","Rapid City","DEMOCRAT","3356","11842"
"SOUTH DAKOTA","2008","LAWRENCE","Rapid City","DEMOCRAT","4932","11876"
"SOUTH DAKOTA","2008","LAWRENCE","Rapid City","REPUBLICAN","6787","11876"
"SOUTH DAKOTA","2020","LAWRENCE","Rapid City","DEMOCRAT","4537","13828"
"SOUTH DAKOTA","2020","LAWRENCE","Rapid City","REPUBLICAN","8753","13828"
"SOUTH DAKOTA","2000","LAWRENCE","Rapid City","DEMOCRAT","2797","9406"
"SOUTH DAKOTA","2000","LAWRENCE","Rapid City","REPUBLICAN","6327","9406"
"SOUTH DAKOTA","2004","LAWRENCE","Rapid City","REPUBLICAN","7489","11619"
"SOUTH DAKOTA","2004","LAWRENCE","Rapid City","DEMOCRAT","3857","11619"
"SOUTH DAKOTA","2004","LYMAN","Rapid City","REPUBLICAN","1029","1940"
"SOUTH DAKOTA","2004","LYMAN","Rapid City","DEMOCRAT","872","1940"
"SOUTH DAKOTA","2000","LYMAN","Rapid City","DEMOCRAT","482","1386"
"SOUTH DAKOTA","2000","LYMAN","Rapid City","REPUBLICAN","875","1386"
"SOUTH DAKOTA","2008","LYMAN","Rapid City","DEMOCRAT","710","1623"
"SOUTH DAKOTA","2008","LYMAN","Rapid City","REPUBLICAN","894","1623"
"SOUTH DAKOTA","2016","LYMAN","Rapid City","DEMOCRAT","369","1421"
"SOUTH DAKOTA","2016","LYMAN","Rapid City","REPUBLICAN","977","1421"
"SOUTH DAKOTA","2012","LYMAN","Rapid City","DEMOCRAT","605","1569"
"SOUTH DAKOTA","2012","LYMAN","Rapid City","REPUBLICAN","933","1569"
"SOUTH DAKOTA","2020","LYMAN","Rapid City","DEMOCRAT","525","1597"
"SOUTH DAKOTA","2020","LYMAN","Rapid City","REPUBLICAN","1042","1597"
"SOUTH DAKOTA","2020","MEADE","Rapid City","DEMOCRAT","3285","13670"
"SOUTH DAKOTA","2020","MEADE","Rapid City","REPUBLICAN","9875","13670"
"SOUTH DAKOTA","2000","MEADE","Rapid City","DEMOCRAT","2267","9366"
"SOUTH DAKOTA","2000","MEADE","Rapid City","REPUBLICAN","6870","9366"
"SOUTH DAKOTA","2004","MEADE","Rapid City","REPUBLICAN","8347","11504"
"SOUTH DAKOTA","2004","MEADE","Rapid City","DEMOCRAT","2941","11504"
"SOUTH DAKOTA","2012","MEADE","Rapid City","DEMOCRAT","2928","10817"
"SOUTH DAKOTA","2012","MEADE","Rapid City","REPUBLICAN","7566","10817"
"SOUTH DAKOTA","2016","MEADE","Rapid City","REPUBLICAN","8441","11621"
"SOUTH DAKOTA","2016","MEADE","Rapid City","DEMOCRAT","2223","11621"
"SOUTH DAKOTA","2008","MEADE","Rapid City","DEMOCRAT","3751","11465"
"SOUTH DAKOTA","2008","MEADE","Rapid City","REPUBLICAN","7515","11465"
"SOUTH DAKOTA","2008","MELLETTE","Rapid City","REPUBLICAN","445","829"
"SOUTH DAKOTA","2008","MELLETTE","Rapid City","DEMOCRAT","373","829"
"SOUTH DAKOTA","2016","MELLETTE","Rapid City","REPUBLICAN","402","683"
"SOUTH DAKOTA","2016","MELLETTE","Rapid City","DEMOCRAT","238","683"
"SOUTH DAKOTA","2012","MELLETTE","Rapid City","DEMOCRAT","375","769"
"SOUTH DAKOTA","2012","MELLETTE","Rapid City","REPUBLICAN","381","769"
"SOUTH DAKOTA","2020","MELLETTE","Rapid City","DEMOCRAT","298","769"
"SOUTH DAKOTA","2020","MELLETTE","Rapid City","REPUBLICAN","449","769"
"SOUTH DAKOTA","2004","MELLETTE","Rapid City","REPUBLICAN","553","931"
"SOUTH DAKOTA","2004","MELLETTE","Rapid City","DEMOCRAT","361","931"
"SOUTH DAKOTA","2000","MELLETTE","Rapid City","DEMOCRAT","222","733"
"SOUTH DAKOTA","2000","MELLETTE","Rapid City","REPUBLICAN","495","733"
"SOUTH DAKOTA","2016","OGLALA LAKOTA","Rapid City","DEMOCRAT","2510","2905"
"SOUTH DAKOTA","2016","OGLALA LAKOTA","Rapid City","REPUBLICAN","241","2905"
"SOUTH DAKOTA","2020","OGLALA LAKOTA","Rapid City","DEMOCRAT","2829","3200"
"SOUTH DAKOTA","2020","OGLALA LAKOTA","Rapid City","REPUBLICAN","297","3200"
"SOUTH DAKOTA","2020","PENNINGTON","Rapid City","DEMOCRAT","20606","57518"
"SOUTH DAKOTA","2020","PENNINGTON","Rapid City","REPUBLICAN","35063","57518"
"SOUTH DAKOTA","2000","PENNINGTON","Rapid City","DEMOCRAT","11123","36557"
"SOUTH DAKOTA","2000","PENNINGTON","Rapid City","REPUBLICAN","24696","36557"
"SOUTH DAKOTA","2004","PENNINGTON","Rapid City","DEMOCRAT","14213","44968"
"SOUTH DAKOTA","2004","PENNINGTON","Rapid City","REPUBLICAN","29976","44968"
"SOUTH DAKOTA","2016","PENNINGTON","Rapid City","DEMOCRAT","14074","47743"
"SOUTH DAKOTA","2016","PENNINGTON","Rapid City","REPUBLICAN","29804","47743"
"SOUTH DAKOTA","2012","PENNINGTON","Rapid City","REPUBLICAN","28232","44464"
"SOUTH DAKOTA","2012","PENNINGTON","Rapid City","DEMOCRAT","15125","44464"
"SOUTH DAKOTA","2008","PENNINGTON","Rapid City","REPUBLICAN","27603","45787"
"SOUTH DAKOTA","2008","PENNINGTON","Rapid City","DEMOCRAT","17802","45787"
"SOUTH DAKOTA","2008","PERKINS","Rapid City","DEMOCRAT","499","1656"
"SOUTH DAKOTA","2008","PERKINS","Rapid City","REPUBLICAN","1102","1656"
"SOUTH DAKOTA","2012","PERKINS","Rapid City","REPUBLICAN","1205","1590"
"SOUTH DAKOTA","2012","PERKINS","Rapid City","DEMOCRAT","319","1590"
"SOUTH DAKOTA","2016","PERKINS","Rapid City","DEMOCRAT","188","1606"
"SOUTH DAKOTA","2016","PERKINS","Rapid City","REPUBLICAN","1333","1606"
"SOUTH DAKOTA","2020","PERKINS","Rapid City","DEMOCRAT","239","1669"
"SOUTH DAKOTA","2020","PERKINS","Rapid City","REPUBLICAN","1401","1669"
"SOUTH DAKOTA","2004","PERKINS","Rapid City","REPUBLICAN","1329","1813"
"SOUTH DAKOTA","2004","PERKINS","Rapid City","DEMOCRAT","418","1813"
"SOUTH DAKOTA","2000","PERKINS","Rapid City","DEMOCRAT","297","1614"
"SOUTH DAKOTA","2000","PERKINS","Rapid City","REPUBLICAN","1237","1614"
"SOUTH DAKOTA","2000","STANLEY","Rapid City","DEMOCRAT","402","1381"
"SOUTH DAKOTA","2000","STANLEY","Rapid City","REPUBLICAN","955","1381"
"SOUTH DAKOTA","2004","STANLEY","Rapid City","DEMOCRAT","464","1623"
"SOUTH DAKOTA","2004","STANLEY","Rapid City","REPUBLICAN","1129","1623"
"SOUTH DAKOTA","2016","STANLEY","Rapid City","DEMOCRAT","329","1567"
"SOUTH DAKOTA","2016","STANLEY","Rapid City","REPUBLICAN","1148","1567"
