"year","state","state_po","county_name","party","candidatevotes","totalvotes","percentvote"
"2020","SOUTH DAKOTA","SD","HAMLIN","DEMOCRAT","647","3083","20.99"
"2020","SOUTH DAKOTA","SD","HAMLIN","REPUBLICAN","2372","3083","76.94"
"2020","SOUTH DAKOTA","SD","HAND","DEMOCRAT","373","1836","20.32"
"2020","SOUTH DAKOTA","SD","HAND","REPUBLICAN","1433","1836","78.05"
"2020","SOUTH DAKOTA","SD","HANSON","DEMOCRAT","557","2388","23.32"
"2020","SOUTH DAKOTA","SD","HANSON","REPUBLICAN","1793","2388","75.08"
"2020","SOUTH DAKOTA","SD","HARDING","DEMOCRAT","49","813","6.03"
"2020","SOUTH DAKOTA","SD","HARDING","REPUBLICAN","748","813","92.00"
"2020","SOUTH DAKOTA","SD","HUGHES","DEMOCRAT","2953","8723","33.85"
"2020","SOUTH DAKOTA","SD","HUGHES","REPUBLICAN","5522","8723","63.30"
"2020","SOUTH DAKOTA","SD","HUTCHINSON","DEMOCRAT","762","3767","20.23"
"2020","SOUTH DAKOTA","SD","HUTCHINSON","REPUBLICAN","2944","3767","78.15"
"2020","SOUTH DAKOTA","SD","HYDE","DEMOCRAT","136","710","19.15"
"2020","SOUTH DAKOTA","SD","HYDE","REPUBLICAN","564","710","79.44"
"2020","SOUTH DAKOTA","SD","JACKSON","DEMOCRAT","359","1115","32.20"
"2020","SOUTH DAKOTA","SD","JACKSON","REPUBLICAN","738","1115","66.19"
"2020","SOUTH DAKOTA","SD","JERAULD","DEMOCRAT","270","1006","26.84"
"2020","SOUTH DAKOTA","SD","JERAULD","REPUBLICAN","721","1006","71.67"
"2020","SOUTH DAKOTA","SD","JONES","DEMOCRAT","90","599","15.03"
"2020","SOUTH DAKOTA","SD","JONES","REPUBLICAN","498","599","83.14"
"2020","SOUTH DAKOTA","SD","KINGSBURY","DEMOCRAT","819","2779","29.47"
"2020","SOUTH DAKOTA","SD","KINGSBURY","REPUBLICAN","1904","2779","68.51"
"2020","SOUTH DAKOTA","SD","LAKE","DEMOCRAT","2068","5873","35.21"
"2020","SOUTH DAKOTA","SD","LAKE","REPUBLICAN","3681","5873","62.68"
"2020","SOUTH DAKOTA","SD","LAWRENCE","DEMOCRAT","4537","13828","32.81"
"2020","SOUTH DAKOTA","SD","LAWRENCE","REPUBLICAN","8753","13828","63.30"
"2020","SOUTH DAKOTA","SD","LINCOLN","DEMOCRAT","11981","32396","36.98"
"2020","SOUTH DAKOTA","SD","LINCOLN","REPUBLICAN","19617","32396","60.55"
"2020","SOUTH DAKOTA","SD","LYMAN","DEMOCRAT","525","1597","32.87"
"2020","SOUTH DAKOTA","SD","LYMAN","REPUBLICAN","1042","1597","65.25"
"2020","SOUTH DAKOTA","SD","MCCOOK","DEMOCRAT","769","2900","26.52"
"2020","SOUTH DAKOTA","SD","MCCOOK","REPUBLICAN","2068","2900","71.31"
"2020","SOUTH DAKOTA","SD","MCPHERSON","DEMOCRAT","222","1324","16.77"
"2020","SOUTH DAKOTA","SD","MCPHERSON","REPUBLICAN","1075","1324","81.19"
"2020","SOUTH DAKOTA","SD","MARSHALL","DEMOCRAT","858","2178","39.39"
"2020","SOUTH DAKOTA","SD","MARSHALL","REPUBLICAN","1287","2178","59.09"
"2020","SOUTH DAKOTA","SD","MEADE","DEMOCRAT","3285","13670","24.03"
"2020","SOUTH DAKOTA","SD","MEADE","REPUBLICAN","9875","13670","72.24"
"2020","SOUTH DAKOTA","SD","MELLETTE","DEMOCRAT","298","769","38.75"
"2020","SOUTH DAKOTA","SD","MELLETTE","REPUBLICAN","449","769","58.39"
"2020","SOUTH DAKOTA","SD","MINER","DEMOCRAT","320","1138","28.12"
"2020","SOUTH DAKOTA","SD","MINER","REPUBLICAN","787","1138","69.16"
"2020","SOUTH DAKOTA","SD","MINNEHAHA","DEMOCRAT","40482","92326","43.85"
"2020","SOUTH DAKOTA","SD","MINNEHAHA","REPUBLICAN","49249","92326","53.34"
"2020","SOUTH DAKOTA","SD","MOODY","DEMOCRAT","1179","3206","36.77"
"2020","SOUTH DAKOTA","SD","MOODY","REPUBLICAN","1951","3206","60.85"
"2020","SOUTH DAKOTA","SD","PENNINGTON","DEMOCRAT","20606","57518","35.83"
"2020","SOUTH DAKOTA","SD","PENNINGTON","REPUBLICAN","35063","57518","60.96"
"2020","SOUTH DAKOTA","SD","PERKINS","DEMOCRAT","239","1669","14.32"
"2020","SOUTH DAKOTA","SD","PERKINS","REPUBLICAN","1401","1669","83.94"
"2020","SOUTH DAKOTA","SD","POTTER","DEMOCRAT","227","1380","16.45"
"2020","SOUTH DAKOTA","SD","POTTER","REPUBLICAN","1139","1380","82.54"
"2020","SOUTH DAKOTA","SD","ROBERTS","DEMOCRAT","1828","4307","42.44"
"2020","SOUTH DAKOTA","SD","ROBERTS","REPUBLICAN","2404","4307","55.82"
"2020","SOUTH DAKOTA","SD","SANBORN","DEMOCRAT","257","1185","21.69"
"2020","SOUTH DAKOTA","SD","SANBORN","REPUBLICAN","905","1185","76.37"
"2020","SOUTH DAKOTA","SD","OGLALA LAKOTA","DEMOCRAT","2829","3200","88.41"
"2020","SOUTH DAKOTA","SD","OGLALA LAKOTA","REPUBLICAN","297","3200","9.28"
"2020","SOUTH DAKOTA","SD","SPINK","DEMOCRAT","998","3163","31.55"
"2020","SOUTH DAKOTA","SD","SPINK","REPUBLICAN","2104","3163","66.52"
"2020","SOUTH DAKOTA","SD","STANLEY","DEMOCRAT","421","1652","25.48"
"2020","SOUTH DAKOTA","SD","STANLEY","REPUBLICAN","1203","1652","72.82"
"2020","SOUTH DAKOTA","SD","SULLY","DEMOCRAT","185","930","19.89"
"2020","SOUTH DAKOTA","SD","SULLY","REPUBLICAN","726","930","78.06"
"2020","SOUTH DAKOTA","SD","TODD","DEMOCRAT","1963","2539","77.31"
"2020","SOUTH DAKOTA","SD","TODD","REPUBLICAN","532","2539","20.95"
"2020","SOUTH DAKOTA","SD","TRIPP","DEMOCRAT","495","2696","18.36"
"2020","SOUTH DAKOTA","SD","TRIPP","REPUBLICAN","2161","2696","80.16"
"2020","SOUTH DAKOTA","SD","TURNER","DEMOCRAT","1139","4548","25.04"
"2020","SOUTH DAKOTA","SD","TURNER","REPUBLICAN","3290","4548","72.34"
"2020","SOUTH DAKOTA","SD","UNION","DEMOCRAT","2725","8855","30.77"
"2020","SOUTH DAKOTA","SD","UNION","REPUBLICAN","5944","8855","67.13"
"2020","SOUTH DAKOTA","SD","WALWORTH","DEMOCRAT","565","2580","21.90"
"2020","SOUTH DAKOTA","SD","WALWORTH","REPUBLICAN","1966","2580","76.20"
"2020","SOUTH DAKOTA","SD","YANKTON","DEMOCRAT","4016","10900","36.84"
"2020","SOUTH DAKOTA","SD","YANKTON","REPUBLICAN","6581","10900","60.38"
"2020","SOUTH DAKOTA","SD","ZIEBACH","DEMOCRAT","481","906","53.09"
"2020","SOUTH DAKOTA","SD","ZIEBACH","REPUBLICAN","404","906","44.59"
"2020","TENNESSEE","TN","ANDERSON","DEMOCRAT","11741","35570","33.01"
"2020","TENNESSEE","TN","ANDERSON","REPUBLICAN","23184","35570","65.18"
"2020","TENNESSEE","TN","BEDFORD","DEMOCRAT","4453","19088","23.33"
"2020","TENNESSEE","TN","BEDFORD","REPUBLICAN","14354","19088","75.20"
"2020","TENNESSEE","TN","BENTON","DEMOCRAT","1529","7260","21.06"
"2020","TENNESSEE","TN","BENTON","REPUBLICAN","5668","7260","78.07"
"2020","TENNESSEE","TN","BLEDSOE","DEMOCRAT","971","5758","16.86"
"2020","TENNESSEE","TN","BLEDSOE","REPUBLICAN","4725","5758","82.06"
"2020","TENNESSEE","TN","BLOUNT","DEMOCRAT","17932","66609","26.92"
"2020","TENNESSEE","TN","BLOUNT","REPUBLICAN","47369","66609","71.12"
"2020","TENNESSEE","TN","BRADLEY","DEMOCRAT","9851","45865","21.48"
"2020","TENNESSEE","TN","BRADLEY","REPUBLICAN","35204","45865","76.76"
"2020","TENNESSEE","TN","CAMPBELL","DEMOCRAT","2441","14933","16.35"
"2020","TENNESSEE","TN","CAMPBELL","REPUBLICAN","12331","14933","82.58"
"2020","TENNESSEE","TN","CANNON","DEMOCRAT","1261","6557","19.23"
"2020","TENNESSEE","TN","CANNON","REPUBLICAN","5190","6557","79.15"
"2020","TENNESSEE","TN","CARROLL","DEMOCRAT","2559","11905","21.50"
"2020","TENNESSEE","TN","CARROLL","REPUBLICAN","9205","11905","77.32"
"2020","TENNESSEE","TN","CARTER","DEMOCRAT","4529","24492","18.49"
"2020","TENNESSEE","TN","CARTER","REPUBLICAN","19584","24492","79.96"
"2020","TENNESSEE","TN","CHEATHAM","DEMOCRAT","5514","20260","27.22"
"2020","TENNESSEE","TN","CHEATHAM","REPUBLICAN","14438","20260","71.26"
"2020","TENNESSEE","TN","CHESTER","DEMOCRAT","1412","7584","18.62"
"2020","TENNESSEE","TN","CHESTER","REPUBLICAN","5952","7584","78.48"
"2020","TENNESSEE","TN","CLAIBORNE","DEMOCRAT","2202","12945","17.01"
"2020","TENNESSEE","TN","CLAIBORNE","REPUBLICAN","10604","12945","81.92"
"2020","TENNESSEE","TN","CLAY","DEMOCRAT","735","3506","20.96"
"2020","TENNESSEE","TN","CLAY","REPUBLICAN","2733","3506","77.95"
"2020","TENNESSEE","TN","COCKE","DEMOCRAT","2533","14859","17.05"
"2020","TENNESSEE","TN","COCKE","REPUBLICAN","12162","14859","81.85"
"2020","TENNESSEE","TN","COFFEE","DEMOCRAT","5705","24282","23.49"
"2020","TENNESSEE","TN","COFFEE","REPUBLICAN","17883","24282","73.65"
"2020","TENNESSEE","TN","CROCKETT","DEMOCRAT","1382","6114","22.60"
"2020","TENNESSEE","TN","CROCKETT","REPUBLICAN","4673","6114","76.43"
"2020","TENNESSEE","TN","CUMBERLAND","DEMOCRAT","6728","32279","20.84"
"2020","TENNESSEE","TN","CUMBERLAND","REPUBLICAN","25168","32279","77.97"
"2020","TENNESSEE","TN","DAVIDSON","DEMOCRAT","199703","309658","64.49"
"2020","TENNESSEE","TN","DAVIDSON","REPUBLICAN","100218","309658","32.36"
"2020","TENNESSEE","TN","DECATUR","DEMOCRAT","904","5241","17.25"
"2020","TENNESSEE","TN","DECATUR","REPUBLICAN","4229","5241","80.69"
"2020","TENNESSEE","TN","DEKALB","DEMOCRAT","1750","8513","20.56"
"2020","TENNESSEE","TN","DEKALB","REPUBLICAN","6672","8513","78.37"
"2020","TENNESSEE","TN","DICKSON","DEMOCRAT","6106","24323","25.10"
"2020","TENNESSEE","TN","DICKSON","REPUBLICAN","17643","24323","72.54"
"2020","TENNESSEE","TN","DYER","DEMOCRAT","3158","15079","20.94"
"2020","TENNESSEE","TN","DYER","REPUBLICAN","11768","15079","78.04"
"2020","TENNESSEE","TN","FAYETTE","DEMOCRAT","7027","22984","30.57"
"2020","TENNESSEE","TN","FAYETTE","REPUBLICAN","15690","22984","68.26"
"2020","TENNESSEE","TN","FENTRESS","DEMOCRAT","1214","8729","13.91"
"2020","TENNESSEE","TN","FENTRESS","REPUBLICAN","7441","8729","85.24"
"2020","TENNESSEE","TN","FRANKLIN","DEMOCRAT","4864","19132","25.42"
"2020","TENNESSEE","TN","FRANKLIN","REPUBLICAN","13987","19132","73.11"
"2020","TENNESSEE","TN","GIBSON","DEMOCRAT","5771","22335","25.84"
"2020","TENNESSEE","TN","GIBSON","REPUBLICAN","16259","22335","72.80"
"2020","TENNESSEE","TN","GILES","DEMOCRAT","3298","13203","24.98"
"2020","TENNESSEE","TN","GILES","REPUBLICAN","9784","13203","74.10"
"2020","TENNESSEE","TN","GRAINGER","DEMOCRAT","1467","10134","14.48"
"2020","TENNESSEE","TN","GRAINGER","REPUBLICAN","8565","10134","84.52"
"2020","TENNESSEE","TN","GREENE","DEMOCRAT","5199","28087","18.51"
"2020","TENNESSEE","TN","GREENE","REPUBLICAN","22259","28087","79.25"
"2020","TENNESSEE","TN","GRUNDY","DEMOCRAT","988","5855","16.87"
"2020","TENNESSEE","TN","GRUNDY","REPUBLICAN","4802","5855","82.02"
"2020","TENNESSEE","TN","HAMBLEN","DEMOCRAT","5500","24631","22.33"
"2020","TENNESSEE","TN","HAMBLEN","REPUBLICAN","18811","24631","76.37"
"2020","TENNESSEE","TN","HAMILTON","DEMOCRAT","75522","171113","44.14"
"2020","TENNESSEE","TN","HAMILTON","REPUBLICAN","92108","171113","53.83"
"2020","TENNESSEE","TN","HANCOCK","DEMOCRAT","362","2744","13.19"
"2020","TENNESSEE","TN","HANCOCK","REPUBLICAN","2372","2744","86.44"
"2020","TENNESSEE","TN","HARDEMAN","DEMOCRAT","4180","10063","41.54"
"2020","TENNESSEE","TN","HARDEMAN","REPUBLICAN","5760","10063","57.24"
"2020","TENNESSEE","TN","HARDIN","DEMOCRAT","1775","11538","15.38"
"2020","TENNESSEE","TN","HARDIN","REPUBLICAN","9559","11538","82.85"
"2020","TENNESSEE","TN","HAWKINS","DEMOCRAT","4083","24824","16.45"
"2020","TENNESSEE","TN","HAWKINS","REPUBLICAN","20405","24824","82.20"
"2020","TENNESSEE","TN","HAYWOOD","DEMOCRAT","4012","7439","53.93"
"2020","TENNESSEE","TN","HAYWOOD","REPUBLICAN","3343","7439","44.94"
"2020","TENNESSEE","TN","HENDERSON","DEMOCRAT","2092","12020","17.40"
"2020","TENNESSEE","TN","HENDERSON","REPUBLICAN","9797","12020","81.51"
"2020","TENNESSEE","TN","HENRY","DEMOCRAT","3548","15047","23.58"
"2020","TENNESSEE","TN","HENRY","REPUBLICAN","11239","15047","74.69"
"2020","TENNESSEE","TN","HICKMAN","DEMOCRAT","2130","9832","21.66"
"2020","TENNESSEE","TN","HICKMAN","REPUBLICAN","7577","9832","77.06"
"2020","TENNESSEE","TN","HOUSTON","DEMOCRAT","871","3686","23.63"
"2020","TENNESSEE","TN","HOUSTON","REPUBLICAN","2718","3686","73.74"
"2020","TENNESSEE","TN","HUMPHREYS","DEMOCRAT","2017","8236","24.49"
"2020","TENNESSEE","TN","HUMPHREYS","REPUBLICAN","6120","8236","74.31"
"2020","TENNESSEE","TN","JACKSON","DEMOCRAT","1135","5323","21.32"
"2020","TENNESSEE","TN","JACKSON","REPUBLICAN","4118","5323","77.36"
"2020","TENNESSEE","TN","JEFFERSON","DEMOCRAT","4654","23616","19.71"
"2020","TENNESSEE","TN","JEFFERSON","REPUBLICAN","18651","23616","78.98"
"2020","TENNESSEE","TN","JOHNSON","DEMOCRAT","1246","7801","15.97"
"2020","TENNESSEE","TN","JOHNSON","REPUBLICAN","6468","7801","82.91"
"2020","TENNESSEE","TN","KNOX","DEMOCRAT","91422","220556","41.45"
"2020","TENNESSEE","TN","KNOX","REPUBLICAN","124540","220556","56.47"
"2020","TENNESSEE","TN","LAKE","DEMOCRAT","526","2034","25.86"
"2020","TENNESSEE","TN","LAKE","REPUBLICAN","1492","2034","73.35"
"2020","TENNESSEE","TN","LAUDERDALE","DEMOCRAT","3193","8965","35.62"
"2020","TENNESSEE","TN","LAUDERDALE","REPUBLICAN","5674","8965","63.29"
"2020","TENNESSEE","TN","LAWRENCE","DEMOCRAT","3195","18718","17.07"
"2020","TENNESSEE","TN","LAWRENCE","REPUBLICAN","15334","18718","81.92"
"2020","TENNESSEE","TN","LEWIS","DEMOCRAT","1072","5609","19.11"
"2020","TENNESSEE","TN","LEWIS","REPUBLICAN","4474","5609","79.76"
"2020","TENNESSEE","TN","LINCOLN","DEMOCRAT","2919","15608","18.70"
"2020","TENNESSEE","TN","LINCOLN","REPUBLICAN","12281","15608","78.68"
"2020","TENNESSEE","TN","LOUDON","DEMOCRAT","6948","29347","23.68"
"2020","TENNESSEE","TN","LOUDON","REPUBLICAN","21713","29347","73.99"
"2020","TENNESSEE","TN","MCMINN","DEMOCRAT","4361","22844","19.09"
"2020","TENNESSEE","TN","MCMINN","REPUBLICAN","18198","22844","79.66"
"2020","TENNESSEE","TN","MCNAIRY","DEMOCRAT","1943","11275","17.23"
"2020","TENNESSEE","TN","MCNAIRY","REPUBLICAN","9093","11275","80.65"
"2020","TENNESSEE","TN","MACON","DEMOCRAT","1307","9487","13.78"
"2020","TENNESSEE","TN","MACON","REPUBLICAN","8096","9487","85.34"
"2020","TENNESSEE","TN","MADISON","DEMOCRAT","18390","42950","42.82"
"2020","TENNESSEE","TN","MADISON","REPUBLICAN","23943","42950","55.75"
"2020","TENNESSEE","TN","MARION","DEMOCRAT","3177","13256","23.97"
"2020","TENNESSEE","TN","MARION","REPUBLICAN","9911","13256","74.77"
"2020","TENNESSEE","TN","MARSHALL","DEMOCRAT","3605","14878","24.23"
"2020","TENNESSEE","TN","MARSHALL","REPUBLICAN","11043","14878","74.22"
"2020","TENNESSEE","TN","MAURY","DEMOCRAT","14418","46657","30.90"
"2020","TENNESSEE","TN","MAURY","REPUBLICAN","31464","46657","67.44"
"2020","TENNESSEE","TN","MEIGS","DEMOCRAT","1008","5532","18.22"
"2020","TENNESSEE","TN","MEIGS","REPUBLICAN","4467","5532","80.75"
"2020","TENNESSEE","TN","MONROE","DEMOCRAT","3764","20797","18.10"
"2020","TENNESSEE","TN","MONROE","REPUBLICAN","16783","20797","80.70"
"2020","TENNESSEE","TN","MONTGOMERY","DEMOCRAT","32472","76758","42.30"
"2020","TENNESSEE","TN","MONTGOMERY","REPUBLICAN","42187","76758","54.96"
"2020","TENNESSEE","TN","MOORE","DEMOCRAT","573","3539","16.19"
"2020","TENNESSEE","TN","MOORE","REPUBLICAN","2888","3539","81.60"
"2020","TENNESSEE","TN","MORGAN","DEMOCRAT","1167","8228","14.18"
"2020","TENNESSEE","TN","MORGAN","REPUBLICAN","6930","8228","84.22"
"2020","TENNESSEE","TN","OBION","DEMOCRAT","2589","13521","19.15"
"2020","TENNESSEE","TN","OBION","REPUBLICAN","10790","13521","79.80"
"2020","TENNESSEE","TN","OVERTON","DEMOCRAT","2033","10037","20.26"
"2020","TENNESSEE","TN","OVERTON","REPUBLICAN","7918","10037","78.89"
"2020","TENNESSEE","TN","PERRY","DEMOCRAT","615","3428","17.94"
"2020","TENNESSEE","TN","PERRY","REPUBLICAN","2775","3428","80.95"
"2020","TENNESSEE","TN","PICKETT","DEMOCRAT","525","2931","17.91"
"2020","TENNESSEE","TN","PICKETT","REPUBLICAN","2381","2931","81.24"
"2020","TENNESSEE","TN","POLK","DEMOCRAT","1492","8360","17.85"
"2020","TENNESSEE","TN","POLK","REPUBLICAN","6792","8360","81.24"
"2020","TENNESSEE","TN","PUTNAM","DEMOCRAT","9185","33593","27.34"
"2020","TENNESSEE","TN","PUTNAM","REPUBLICAN","23759","33593","70.73"
"2020","TENNESSEE","TN","RHEA","DEMOCRAT","2369","13637","17.37"
"2020","TENNESSEE","TN","RHEA","REPUBLICAN","11050","13637","81.03"
"2020","TENNESSEE","TN","ROANE","DEMOCRAT","6043","25917","23.32"
"2020","TENNESSEE","TN","ROANE","REPUBLICAN","19230","25917","74.20"
"2020","TENNESSEE","TN","ROBERTSON","DEMOCRAT","8692","33717","25.78"
"2020","TENNESSEE","TN","ROBERTSON","REPUBLICAN","24536","33717","72.77"
"2020","TENNESSEE","TN","RUTHERFORD","DEMOCRAT","59341","143878","41.24"
"2020","TENNESSEE","TN","RUTHERFORD","REPUBLICAN","81480","143878","56.63"
"2020","TENNESSEE","TN","SCOTT","DEMOCRAT","986","9052","10.89"
"2020","TENNESSEE","TN","SCOTT","REPUBLICAN","8004","9052","88.42"
"2020","TENNESSEE","TN","SEQUATCHIE","DEMOCRAT","1298","7252","17.90"
"2020","TENNESSEE","TN","SEQUATCHIE","REPUBLICAN","5855","7252","80.74"
"2020","TENNESSEE","TN","SEVIER","DEMOCRAT","8721","43535","20.03"
"2020","TENNESSEE","TN","SEVIER","REPUBLICAN","33783","43535","77.60"
"2020","TENNESSEE","TN","SHELBY","DEMOCRAT","246105","382055","64.42"
"2020","TENNESSEE","TN","SHELBY","REPUBLICAN","129815","382055","33.98"
"2020","TENNESSEE","TN","SMITH","DEMOCRAT","1802","9051","19.91"
"2020","TENNESSEE","TN","SMITH","REPUBLICAN","7136","9051","78.84"
"2020","TENNESSEE","TN","STEWART","DEMOCRAT","1232","6296","19.57"
"2020","TENNESSEE","TN","STEWART","REPUBLICAN","4950","6296","78.62"
"2020","TENNESSEE","TN","SULLIVAN","DEMOCRAT","17272","74357","23.23"
"2020","TENNESSEE","TN","SULLIVAN","REPUBLICAN","55860","74357","75.12"
"2020","TENNESSEE","TN","SUMNER","DEMOCRAT","27680","92630","29.88"
"2020","TENNESSEE","TN","SUMNER","REPUBLICAN","63454","92630","68.50"
"2020","TENNESSEE","TN","TIPTON","DEMOCRAT","6837","27308","25.04"
"2020","TENNESSEE","TN","TIPTON","REPUBLICAN","20070","27308","73.49"
"2020","TENNESSEE","TN","TROUSDALE","DEMOCRAT","1012","3998","25.31"
"2020","TENNESSEE","TN","TROUSDALE","REPUBLICAN","2936","3998","73.44"
"2020","TENNESSEE","TN","UNICOI","DEMOCRAT","1615","8307","19.44"
"2020","TENNESSEE","TN","UNICOI","REPUBLICAN","6599","8307","79.44"
"2020","TENNESSEE","TN","UNION","DEMOCRAT","1249","8123","15.38"
"2020","TENNESSEE","TN","UNION","REPUBLICAN","6803","8123","83.75"
"2020","TENNESSEE","TN","VAN BUREN","DEMOCRAT","544","2921","18.62"
"2020","TENNESSEE","TN","VAN BUREN","REPUBLICAN","2342","2921","80.18"
"2020","TENNESSEE","TN","WARREN","DEMOCRAT","3924","16009","24.51"
"2020","TENNESSEE","TN","WARREN","REPUBLICAN","11850","16009","74.02"
"2020","TENNESSEE","TN","WASHINGTON","DEMOCRAT","18638","60203","30.96"
"2020","TENNESSEE","TN","WASHINGTON","REPUBLICAN","40444","60203","67.18"
"2020","TENNESSEE","TN","WAYNE","DEMOCRAT","820","6669","12.30"
"2020","TENNESSEE","TN","WAYNE","REPUBLICAN","5795","6669","86.89"
"2020","TENNESSEE","TN","WEAKLEY","DEMOCRAT","3020","13735","21.99"
"2020","TENNESSEE","TN","WEAKLEY","REPUBLICAN","10396","13735","75.69"
"2020","TENNESSEE","TN","WHITE","DEMOCRAT","2143","11895","18.02"
"2020","TENNESSEE","TN","WHITE","REPUBLICAN","9606","11895","80.76"
"2020","TENNESSEE","TN","WILLIAMSON","DEMOCRAT","50161","139016","36.08"
"2020","TENNESSEE","TN","WILLIAMSON","REPUBLICAN","86469","139016","62.20"
"2020","TENNESSEE","TN","WILSON","DEMOCRAT","22254","74330","29.94"
"2020","TENNESSEE","TN","WILSON","REPUBLICAN","50296","74330","67.67"
"2020","UTAH","UT","BEAVER","DEMOCRAT","0","3100","0.00"
"2020","UTAH","UT","BEAVER","DEMOCRAT","0","3100","0.00"
"2020","UTAH","UT","BEAVER","DEMOCRAT","0","3100","0.00"
"2020","UTAH","UT","BEAVER","DEMOCRAT","357","3100","11.52"
"2020","UTAH","UT","BEAVER","REPUBLICAN","0","3100","0.00"
"2020","UTAH","UT","BEAVER","REPUBLICAN","0","3100","0.00"
"2020","UTAH","UT","BEAVER","REPUBLICAN","0","3100","0.00"
"2020","UTAH","UT","BEAVER","REPUBLICAN","2695","3100","86.94"
"2020","UTAH","UT","BOX ELDER","DEMOCRAT","0","27023","0.00"
"2020","UTAH","UT","BOX ELDER","DEMOCRAT","0","27023","0.00"
"2020","UTAH","UT","BOX ELDER","DEMOCRAT","0","27023","0.00"
"2020","UTAH","UT","BOX ELDER","DEMOCRAT","4473","27023","16.55"
"2020","UTAH","UT","BOX ELDER","REPUBLICAN","0","27023","0.00"
"2020","UTAH","UT","BOX ELDER","REPUBLICAN","0","27023","0.00"
"2020","UTAH","UT","BOX ELDER","REPUBLICAN","0","27023","0.00"
"2020","UTAH","UT","BOX ELDER","REPUBLICAN","21548","27023","79.74"
"2020","UTAH","UT","CACHE","DEMOCRAT","0","58358","0.00"
"2020","UTAH","UT","CACHE","DEMOCRAT","0","58358","0.00"
"2020","UTAH","UT","CACHE","DEMOCRAT","0","58358","0.00"
"2020","UTAH","UT","CACHE","DEMOCRAT","16650","58358","28.53"
"2020","UTAH","UT","CACHE","REPUBLICAN","0","58358","0.00"
"2020","UTAH","UT","CACHE","REPUBLICAN","0","58358","0.00"
"2020","UTAH","UT","CACHE","REPUBLICAN","0","58358","0.00"
"2020","UTAH","UT","CACHE","REPUBLICAN","38032","58358","65.17"
"2020","UTAH","UT","CARBON","DEMOCRAT","0","9369","0.00"
"2020","UTAH","UT","CARBON","DEMOCRAT","0","9369","0.00"
"2020","UTAH","UT","CARBON","DEMOCRAT","0","9369","0.00"
"2020","UTAH","UT","CARBON","DEMOCRAT","2392","9369","25.53"
"2020","UTAH","UT","CARBON","REPUBLICAN","0","9369","0.00"
"2020","UTAH","UT","CARBON","REPUBLICAN","0","9369","0.00"
"2020","UTAH","UT","CARBON","REPUBLICAN","0","9369","0.00"
"2020","UTAH","UT","CARBON","REPUBLICAN","6693","9369","71.44"
"2020","UTAH","UT","DAGGETT","DEMOCRAT","0","619","0.00"
"2020","UTAH","UT","DAGGETT","DEMOCRAT","0","619","0.00"
"2020","UTAH","UT","DAGGETT","DEMOCRAT","0","619","0.00"
"2020","UTAH","UT","DAGGETT","DEMOCRAT","111","619","17.93"
"2020","UTAH","UT","DAGGETT","REPUBLICAN","0","619","0.00"
"2020","UTAH","UT","DAGGETT","REPUBLICAN","0","619","0.00"
"2020","UTAH","UT","DAGGETT","REPUBLICAN","0","619","0.00"
"2020","UTAH","UT","DAGGETT","REPUBLICAN","496","619","80.13"
"2020","UTAH","UT","DAVIS","DEMOCRAT","0","169814","0.00"
"2020","UTAH","UT","DAVIS","DEMOCRAT","0","169814","0.00"
"2020","UTAH","UT","DAVIS","DEMOCRAT","0","169814","0.00"
"2020","UTAH","UT","DAVIS","DEMOCRAT","57411","169814","33.81"
"2020","UTAH","UT","DAVIS","REPUBLICAN","0","169814","0.00"
"2020","UTAH","UT","DAVIS","REPUBLICAN","0","169814","0.00"
"2020","UTAH","UT","DAVIS","REPUBLICAN","0","169814","0.00"
"2020","UTAH","UT","DAVIS","REPUBLICAN","104135","169814","61.32"
"2020","UTAH","UT","DUCHESNE","DEMOCRAT","0","8561","0.00"
"2020","UTAH","UT","DUCHESNE","DEMOCRAT","0","8561","0.00"
"2020","UTAH","UT","DUCHESNE","DEMOCRAT","0","8561","0.00"
"2020","UTAH","UT","DUCHESNE","DEMOCRAT","843","8561","9.85"
"2020","UTAH","UT","DUCHESNE","REPUBLICAN","0","8561","0.00"
"2020","UTAH","UT","DUCHESNE","REPUBLICAN","0","8561","0.00"
"2020","UTAH","UT","DUCHESNE","REPUBLICAN","0","8561","0.00"
"2020","UTAH","UT","DUCHESNE","REPUBLICAN","7512","8561","87.75"
"2020","UTAH","UT","EMERY","DEMOCRAT","0","4898","0.00"
"2020","UTAH","UT","EMERY","DEMOCRAT","0","4898","0.00"
"2020","UTAH","UT","EMERY","DEMOCRAT","0","4898","0.00"
"2020","UTAH","UT","EMERY","DEMOCRAT","572","4898","11.68"
"2020","UTAH","UT","EMERY","REPUBLICAN","0","4898","0.00"
"2020","UTAH","UT","EMERY","REPUBLICAN","0","4898","0.00"
"2020","UTAH","UT","EMERY","REPUBLICAN","0","4898","0.00"
"2020","UTAH","UT","EMERY","REPUBLICAN","4207","4898","85.89"
"2020","UTAH","UT","GARFIELD","DEMOCRAT","0","2732","0.00"
"2020","UTAH","UT","GARFIELD","DEMOCRAT","0","2732","0.00"
"2020","UTAH","UT","GARFIELD","DEMOCRAT","0","2732","0.00"
"2020","UTAH","UT","GARFIELD","DEMOCRAT","514","2732","18.81"
"2020","UTAH","UT","GARFIELD","REPUBLICAN","0","2732","0.00"
"2020","UTAH","UT","GARFIELD","REPUBLICAN","0","2732","0.00"
